"id";"golfer_id";"score";"course_name";"created_at"
1065;28;43;"Robert A. Black";"2012-06-05 00:00:00"
1066;19;42;"Robert A. Black";"2012-06-05 00:00:00"
1067;22;42;"Robert A. Black";"2012-06-05 00:00:00"
1068;9;35;"Robert A. Black";"2012-06-05 00:00:00"
1069;10;42;"Robert A. Black";"2012-06-05 00:00:00"
1070;17;36;"Robert A. Black";"2012-06-05 00:00:00"
1071;27;39;"Robert A. Black";"2012-06-12 00:00:00"
1072;30;40;"Robert A. Black";"2012-06-12 00:00:00"
1073;20;45;"Robert A. Black";"2012-06-12 00:00:00"
1074;1;36;"Robert A. Black";"2012-06-12 00:00:00"
1075;31;32;"Robert A. Black";"2012-06-05 00:00:00"
1076;24;36;"Robert A. Black";"2012-06-12 00:00:00"
1077;25;40;"Robert A. Black";"2012-06-12 00:00:00"
1078;16;45;"Robert A. Black";"2012-06-12 00:00:00"
1079;13;39;"Robert A. Black";"2012-06-12 00:00:00"
1080;11;43;"Robert A. Black";"2012-06-12 00:00:00"
1081;2;40;"Robert A. Black";"2012-06-12 00:00:00"
1082;26;34;"Robert A. Black";"2012-06-12 00:00:00"
1083;6;36;"Robert A. Black";"2012-06-12 00:00:00"
1084;7;35;"Robert A. Black";"2012-06-12 00:00:00"
1085;28;37;"Robert A. Black";"2012-06-12 00:00:00"
1086;19;33;"Robert A. Black";"2012-06-12 00:00:00"
1087;8;39;"Robert A. Black";"2012-06-12 00:00:00"
1088;22;45;"Robert A. Black";"2012-06-12 00:00:00"
1089;9;37;"Robert A. Black";"2012-06-12 00:00:00"
1090;10;42;"Robert A. Black";"2012-06-12 00:00:00"
1091;17;41;"Robert A. Black";"2012-06-12 00:00:00"
1092;31;33;"Robert A. Black";"2012-06-12 00:00:00"
1093;32;44;"Robert A. Black";"2012-05-14 00:00:00"
1094;32;44;"Robert A. Black";"2012-05-15 00:00:00"
1095;32;44;"Robert A. Black";"2012-05-22 00:00:00"
1096;32;43;"Robert A. Black";"2012-05-29 00:00:00"
1097;32;39;"Robert A. Black";"2012-06-05 00:00:00"
1098;32;35;"Robert A. Black";"2012-06-12 00:00:00"
1099;27;41;"Robert A. Black";"2012-06-19 00:00:00"
1100;30;42;"Robert A. Black";"2012-06-19 00:00:00"
1101;20;49;"Robert A. Black";"2012-06-19 00:00:00"
1102;29;37;"Robert A. Black";"2012-06-19 00:00:00"
1103;24;38;"Robert A. Black";"2012-06-19 00:00:00"
1104;16;37;"Robert A. Black";"2012-06-19 00:00:00"
1105;13;45;"Robert A. Black";"2012-06-19 00:00:00"
1106;2;44;"Robert A. Black";"2012-06-19 00:00:00"
1107;3;42;"Robert A. Black";"2012-06-19 00:00:00"
1108;23;41;"Robert A. Black";"2012-06-19 00:00:00"
1109;26;30;"Robert A. Black";"2012-06-19 00:00:00"
1110;7;35;"Robert A. Black";"2012-06-19 00:00:00"
1111;28;46;"Robert A. Black";"2012-06-19 00:00:00"
1112;19;34;"Robert A. Black";"2012-06-19 00:00:00"
1113;8;37;"Robert A. Black";"2012-06-19 00:00:00"
1114;32;40;"Robert A. Black";"2012-06-19 00:00:00"
1115;22;42;"Robert A. Black";"2012-06-19 00:00:00"
1116;9;37;"Robert A. Black";"2012-06-19 00:00:00"
1117;17;31;"Robert A. Black";"2012-06-19 00:00:00"
1118;27;43;"Robert A. Black";"2012-06-26 00:00:00"
1119;30;42;"Robert A. Black";"2012-06-26 00:00:00"
1120;20;43;"Robert A. Black";"2012-06-26 00:00:00"
1121;1;38;"Robert A. Black";"2012-06-26 00:00:00"
1122;29;38;"Robert A. Black";"2012-06-26 00:00:00"
1123;24;43;"Robert A. Black";"2012-06-26 00:00:00"
1124;25;41;"Robert A. Black";"2012-06-26 00:00:00"
1125;16;39;"Robert A. Black";"2012-06-26 00:00:00"
1126;13;42;"Robert A. Black";"2012-06-26 00:00:00"
1127;11;42;"Robert A. Black";"2012-06-26 00:00:00"
1128;2;38;"Robert A. Black";"2012-06-26 00:00:00"
1129;3;43;"Robert A. Black";"2012-06-26 00:00:00"
1130;4;36;"Robert A. Black";"2012-06-26 00:00:00"
1131;23;40;"Robert A. Black";"2012-06-26 00:00:00"
1132;6;38;"Robert A. Black";"2012-06-26 00:00:00"
1133;18;40;"Robert A. Black";"2012-06-26 00:00:00"
1134;7;39;"Robert A. Black";"2012-06-26 00:00:00"
1135;28;39;"Robert A. Black";"2012-06-26 00:00:00"
1136;19;42;"Robert A. Black";"2012-06-26 00:00:00"
1137;32;37;"Robert A. Black";"2012-06-26 00:00:00"
1138;22;44;"Robert A. Black";"2012-06-26 00:00:00"
1139;9;35;"Robert A. Black";"2012-06-26 00:00:00"
1140;34;42;"Robert A. Black";"2012-07-05 00:00:00"
1141;34;40;"Robert A. Black";"2012-07-04 00:00:00"
1142;34;40;"Robert A. Black";"2012-07-03 00:00:00"
1143;34;40;"Robert A. Black";"2012-07-02 00:00:00"
1144;34;42;"Robert A. Black";"2012-07-01 00:00:00"
1145;34;42;"Robert A. Black";"2012-06-30 00:00:00"
1146;34;42;"Robert A. Black";"2012-06-29 00:00:00"
1147;34;43;"Robert A. Black";"2012-06-21 00:00:00"
1148;34;43;"Robert A. Black";"2012-06-19 00:00:00"
1149;34;42;"Robert A. Black";"2012-06-19 00:00:00"
1150;34;44;"Robert A. Black";"2012-06-18 00:00:00"
1151;34;44;"Robert A. Black";"2012-06-14 00:00:00"
1152;34;44;"Robert A. Black";"2012-06-12 00:00:00"
1153;34;45;"Robert A. Black";"2012-06-10 00:00:00"
1154;34;46;"Robert A. Black";"2012-06-08 00:00:00"
1155;34;46;"Robert A. Black";"2012-06-08 00:00:00"
1156;34;47;"Robert A. Black";"2012-06-06 00:00:00"
1157;34;47;"Robert A. Black";"2012-06-06 00:00:00"
1158;33;40;"Robert A. Black";"2012-07-03 00:00:00"
1159;27;39;"Robert A. Black";"2012-07-03 00:00:00"
1160;20;48;"Robert A. Black";"2012-07-03 00:00:00"
1161;29;42;"Robert A. Black";"2012-07-03 00:00:00"
1162;16;39;"Robert A. Black";"2012-07-03 00:00:00"
1163;13;45;"Robert A. Black";"2012-07-03 00:00:00"
1164;11;39;"Robert A. Black";"2012-07-03 00:00:00"
1165;2;40;"Robert A. Black";"2012-07-03 00:00:00"
1166;3;46;"Robert A. Black";"2012-07-03 00:00:00"
1167;4;37;"Robert A. Black";"2012-07-03 00:00:00"
1168;26;37;"Robert A. Black";"2012-07-03 00:00:00"
1169;6;38;"Robert A. Black";"2012-07-03 00:00:00"
1170;7;42;"Robert A. Black";"2012-07-03 00:00:00"
1171;28;40;"Robert A. Black";"2012-07-03 00:00:00"
1172;19;43;"Robert A. Black";"2012-07-03 00:00:00"
1173;8;42;"Robert A. Black";"2012-07-03 00:00:00"
1174;22;41;"Robert A. Black";"2012-07-03 00:00:00"
1175;9;34;"Robert A. Black";"2012-07-03 00:00:00"
1176;10;46;"Robert A. Black";"2012-07-03 00:00:00"
1177;17;38;"Robert A. Black";"2012-07-03 00:00:00"
1178;27;40;"Robert A. Black";"2012-07-10 00:00:00"
1179;20;47;"Robert A. Black";"2012-07-10 00:00:00"
1180;1;36;"Robert A. Black";"2012-07-10 00:00:00"
1181;29;34;"Robert A. Black";"2012-07-10 00:00:00"
1182;24;36;"Robert A. Black";"2012-07-10 00:00:00"
1183;25;41;"Robert A. Black";"2012-07-10 00:00:00"
1184;11;41;"Robert A. Black";"2012-07-10 00:00:00"
1185;33;35;"Robert A. Black";"2012-07-10 00:00:00"
1186;2;41;"Robert A. Black";"2012-07-10 00:00:00"
1187;4;39;"Robert A. Black";"2012-07-10 00:00:00"
1188;23;40;"Robert A. Black";"2012-07-10 00:00:00"
1189;26;32;"Robert A. Black";"2012-07-10 00:00:00"
1190;6;40;"Robert A. Black";"2012-07-10 00:00:00"
1191;7;40;"Robert A. Black";"2012-07-10 00:00:00"
1192;19;36;"Robert A. Black";"2012-07-10 00:00:00"
1193;8;37;"Robert A. Black";"2012-07-10 00:00:00"
1194;32;37;"Robert A. Black";"2012-07-10 00:00:00"
1195;22;43;"Robert A. Black";"2012-07-10 00:00:00"
1196;9;34;"Robert A. Black";"2012-07-10 00:00:00"
1197;10;46;"Robert A. Black";"2012-07-10 00:00:00"
1198;34;42;"Robert A. Black";"2012-07-10 00:00:00"
1199;17;38;"Robert A. Black";"2012-07-10 00:00:00"
1200;35;40;"Robert A. Black";"2012-05-01 00:00:00"
1201;35;43;"Robert A. Black";"2012-05-08 00:00:00"
1202;35;44;"Robert A. Black";"2012-05-15 00:00:00"
1203;35;46;"Robert A. Black";"2012-05-22 00:00:00"
1204;35;42;"Robert A. Black";"2012-07-03 00:00:00"
1205;35;44;"Robert A. Black";"2012-07-10 00:00:00"
1206;27;41;"Robert A. Black";"2012-07-17 00:00:00"
1207;30;41;"Robert A. Black";"2012-07-17 00:00:00"
1208;1;36;"Robert A. Black";"2012-07-17 00:00:00"
1209;35;37;"Robert A. Black";"2012-07-17 00:00:00"
1210;13;40;"Robert A. Black";"2012-07-17 00:00:00"
1211;11;35;"Robert A. Black";"2012-07-17 00:00:00"
1212;2;43;"Robert A. Black";"2012-07-17 00:00:00"
1213;3;45;"Robert A. Black";"2012-07-17 00:00:00"
1214;4;41;"Robert A. Black";"2012-07-17 00:00:00"
1215;5;40;"Robert A. Black";"2012-07-17 00:00:00"
1216;7;37;"Robert A. Black";"2012-07-17 00:00:00"
1217;28;43;"Robert A. Black";"2012-07-17 00:00:00"
1218;19;37;"Robert A. Black";"2012-07-17 00:00:00"
1219;8;37;"Robert A. Black";"2012-07-17 00:00:00"
1220;32;41;"Robert A. Black";"2012-07-17 00:00:00"
1221;22;41;"Robert A. Black";"2012-07-17 00:00:00"
1222;9;37;"Robert A. Black";"2012-07-17 00:00:00"
1223;27;42;"Robert A. Black";"2012-07-24 00:00:00"
1224;1;38;"Robert A. Black";"2012-07-24 00:00:00"
1225;25;41;"Robert A. Black";"2012-07-24 00:00:00"
1226;35;36;"Robert A. Black";"2012-07-24 00:00:00"
1227;16;35;"Robert A. Black";"2012-07-24 00:00:00"
1228;13;45;"Robert A. Black";"2012-07-24 00:00:00"
1229;11;43;"Robert A. Black";"2012-07-24 00:00:00"
1230;2;44;"Robert A. Black";"2012-07-24 00:00:00"
1231;3;45;"Robert A. Black";"2012-07-24 00:00:00"
1232;4;35;"Robert A. Black";"2012-07-24 00:00:00"
1233;26;31;"Robert A. Black";"2012-07-24 00:00:00"
1234;18;35;"Robert A. Black";"2012-07-24 00:00:00"
1235;7;40;"Robert A. Black";"2012-07-24 00:00:00"
1236;28;42;"Robert A. Black";"2012-07-24 00:00:00"
1237;19;37;"Robert A. Black";"2012-07-24 00:00:00"
1238;8;39;"Robert A. Black";"2012-07-24 00:00:00"
1239;22;41;"Robert A. Black";"2012-07-24 00:00:00"
1240;10;39;"Robert A. Black";"2012-07-24 00:00:00"
1241;27;41;"Robert A. Black";"2012-07-31 00:00:00"
1242;30;41;"Robert A. Black";"2012-07-31 00:00:00"
1243;20;45;"Robert A. Black";"2012-07-31 00:00:00"
1244;1;37;"Robert A. Black";"2012-07-31 00:00:00"
1245;24;36;"Robert A. Black";"2012-07-31 00:00:00"
1246;25;39;"Robert A. Black";"2012-07-31 00:00:00"
1247;16;35;"Robert A. Black";"2012-07-31 00:00:00"
1248;13;42;"Robert A. Black";"2012-07-31 00:00:00"
1249;33;35;"Robert A. Black";"2012-07-31 00:00:00"
1250;2;43;"Robert A. Black";"2012-07-31 00:00:00"
1251;3;48;"Robert A. Black";"2012-07-31 00:00:00"
1252;4;38;"Robert A. Black";"2012-07-31 00:00:00"
1253;23;42;"Robert A. Black";"2012-07-31 00:00:00"
1254;5;43;"Robert A. Black";"2012-07-31 00:00:00"
1255;6;42;"Robert A. Black";"2012-07-31 00:00:00"
1256;7;41;"Robert A. Black";"2012-07-31 00:00:00"
1257;19;37;"Robert A. Black";"2012-07-31 00:00:00"
1258;8;40;"Robert A. Black";"2012-07-31 00:00:00"
1259;32;39;"Robert A. Black";"2012-07-31 00:00:00"
1260;22;43;"Robert A. Black";"2012-07-31 00:00:00"
1261;9;37;"Robert A. Black";"2012-07-31 00:00:00"
1262;10;43;"Robert A. Black";"2012-07-31 00:00:00"
1263;27;37;"Robert A. Black";"2012-08-07 00:00:00"
1264;30;43;"Robert A. Black";"2012-08-07 00:00:00"
1265;20;47;"Robert A. Black";"2012-08-07 00:00:00"
1266;1;36;"Robert A. Black";"2012-08-07 00:00:00"
1267;29;35;"Robert A. Black";"2012-08-07 00:00:00"
1268;24;42;"Robert A. Black";"2012-08-07 00:00:00"
1269;25;41;"Robert A. Black";"2012-08-07 00:00:00"
1270;15;37;"Robert A. Black";"2012-08-07 00:00:00"
1271;13;50;"Robert A. Black";"2012-08-07 00:00:00"
1272;11;40;"Robert A. Black";"2012-08-07 00:00:00"
1273;2;40;"Robert A. Black";"2012-08-07 00:00:00"
1274;4;38;"Robert A. Black";"2012-08-07 00:00:00"
1275;23;42;"Robert A. Black";"2012-08-07 00:00:00"
1276;26;37;"Robert A. Black";"2012-08-07 00:00:00"
1277;28;40;"Robert A. Black";"2012-08-07 00:00:00"
1278;18;38;"Robert A. Black";"2012-08-07 00:00:00"
1279;7;37;"Robert A. Black";"2012-08-07 00:00:00"
1280;19;36;"Robert A. Black";"2012-08-07 00:00:00"
1281;32;35;"Robert A. Black";"2012-08-07 00:00:00"
1282;22;37;"Robert A. Black";"2012-08-07 00:00:00"
1283;10;47;"Robert A. Black";"2012-08-07 00:00:00"
1284;27;46;"Robert A. Black";"2012-08-14 00:00:00"
1285;20;51;"Robert A. Black";"2012-08-14 00:00:00"
1286;1;35;"Robert A. Black";"2012-08-14 00:00:00"
1287;25;44;"Robert A. Black";"2012-08-14 00:00:00"
1288;15;34;"Robert A. Black";"2012-08-14 00:00:00"
1289;35;45;"Robert A. Black";"2012-08-14 00:00:00"
1290;16;42;"Robert A. Black";"2012-08-14 00:00:00"
1291;13;44;"Robert A. Black";"2012-08-14 00:00:00"
1292;33;37;"Robert A. Black";"2012-08-14 00:00:00"
1293;2;41;"Robert A. Black";"2012-08-14 00:00:00"
1294;4;41;"Robert A. Black";"2012-08-14 00:00:00"
1295;23;40;"Robert A. Black";"2012-08-14 00:00:00"
1296;18;36;"Robert A. Black";"2012-08-14 00:00:00"
1297;7;42;"Robert A. Black";"2012-08-14 00:00:00"
1298;28;40;"Robert A. Black";"2012-08-14 00:00:00"
1299;19;41;"Robert A. Black";"2012-08-14 00:00:00"
1300;8;40;"Robert A. Black";"2012-08-14 00:00:00"
1301;32;37;"Robert A. Black";"2012-08-14 00:00:00"
1302;22;47;"Robert A. Black";"2012-08-14 00:00:00"
1303;9;36;"Robert A. Black";"2012-08-14 00:00:00"
1304;10;40;"Robert A. Black";"2012-08-14 00:00:00"
1305;27;41;"Robert A. Black";"2012-08-21 00:00:00"
1306;1;36;"Robert A. Black";"2012-08-21 00:00:00"
1307;24;39;"Robert A. Black";"2012-08-21 00:00:00"
1308;16;39;"Robert A. Black";"2012-08-21 00:00:00"
1309;13;42;"Robert A. Black";"2012-08-21 00:00:00"
1310;33;37;"Robert A. Black";"2012-08-21 00:00:00"
1311;2;40;"Robert A. Black";"2012-08-21 00:00:00"
1312;4;37;"Robert A. Black";"2012-08-21 00:00:00"
1313;23;44;"Robert A. Black";"2012-08-21 00:00:00"
1314;26;30;"Robert A. Black";"2012-08-21 00:00:00"
1315;5;38;"Robert A. Black";"2012-08-21 00:00:00"
1316;6;37;"Robert A. Black";"2012-08-21 00:00:00"
1317;18;40;"Robert A. Black";"2012-08-21 00:00:00"
1318;7;40;"Robert A. Black";"2012-08-21 00:00:00"
1319;19;37;"Robert A. Black";"2012-08-21 00:00:00"
1320;8;41;"Robert A. Black";"2012-08-21 00:00:00"
1321;8;49;"Robert A. Black";"2012-08-21 00:00:00"
1322;22;43;"Robert A. Black";"2012-08-21 00:00:00"
1323;9;37;"Robert A. Black";"2012-08-21 00:00:00"
1324;10;46;"Robert A. Black";"2012-08-21 00:00:00"
1325;27;41;"Robert A. Black";"2012-08-28 00:00:00"
1326;1;36;"Robert A. Black";"2012-08-28 00:00:00"
1327;27;43;"Robert A. Black";"2012-08-28 00:00:00"
1328;30;43;"Robert A. Black";"2012-08-28 00:00:00"
1329;20;45;"Robert A. Black";"2012-08-28 00:00:00"
1330;1;36;"Robert A. Black";"2012-08-28 00:00:00"
1331;24;41;"Robert A. Black";"2012-08-28 00:00:00"
1332;13;41;"Robert A. Black";"2012-08-28 00:00:00"
1333;33;34;"Robert A. Black";"2012-08-28 00:00:00"
1334;2;41;"Robert A. Black";"2012-08-28 00:00:00"
1335;4;36;"Robert A. Black";"2012-08-28 00:00:00"
1336;23;45;"Robert A. Black";"2012-08-28 00:00:00"
1337;26;34;"Robert A. Black";"2012-08-28 00:00:00"
1338;5;35;"Robert A. Black";"2012-08-28 00:00:00"
1339;18;33;"Robert A. Black";"2012-08-28 00:00:00"
1340;7;40;"Robert A. Black";"2012-08-28 00:00:00"
1341;28;39;"Robert A. Black";"2012-08-28 00:00:00"
1342;19;44;"Robert A. Black";"2012-08-28 00:00:00"
1343;8;39;"Robert A. Black";"2012-08-28 00:00:00"
1344;32;35;"Robert A. Black";"2012-08-28 00:00:00"
1345;22;42;"Robert A. Black";"2012-08-28 00:00:00"
1346;9;32;"Robert A. Black";"2012-08-28 00:00:00"
1347;10;48;"Robert A. Black";"2012-08-28 00:00:00"
1348;27;37;"Robert A. Black";"2012-09-04 00:00:00"
1349;1;38;"Robert A. Black";"2012-09-04 00:00:00"
1350;25;36;"Robert A. Black";"2012-09-04 00:00:00"
1351;13;45;"Robert A. Black";"2012-09-04 00:00:00"
1352;2;43;"Robert A. Black";"2012-09-04 00:00:00"
1353;4;36;"Robert A. Black";"2012-09-04 00:00:00"
1354;23;45;"Robert A. Black";"2012-09-04 00:00:00"
1355;26;34;"Robert A. Black";"2012-09-04 00:00:00"
1356;5;40;"Robert A. Black";"2012-09-04 00:00:00"
1357;18;30;"Robert A. Black";"2012-09-04 00:00:00"
1358;7;41;"Robert A. Black";"2012-09-04 00:00:00"
1359;28;41;"Robert A. Black";"2012-09-04 00:00:00"
1360;19;40;"Robert A. Black";"2012-09-04 00:00:00"
1361;8;42;"Robert A. Black";"2012-09-04 00:00:00"
1362;22;39;"Robert A. Black";"2012-09-04 00:00:00"
1363;9;38;"Robert A. Black";"2012-09-04 00:00:00"
1364;10;48;"Robert A. Black";"2012-09-04 00:00:00"
1365;37;34;"Robert A. Black";"2012-09-04 00:00:00"
1366;7;39;"Robert A. Black";"2013-04-30 00:00:00"
1367;27;43;"Robert A. Black";"2013-04-30 00:00:00"
1368;30;44;"Robert A. Black";"2013-04-30 00:00:00"
1369;20;49;"Robert A. Black";"2013-04-30 00:00:00"
1370;24;42;"Robert A. Black";"2013-04-30 00:00:00"
1371;21;42;"Robert A. Black";"2013-04-30 00:00:00"
1372;2;40;"Robert A. Black";"2013-04-30 00:00:00"
1373;3;47;"Robert A. Black";"2013-04-30 00:00:00"
1374;4;41;"Robert A. Black";"2013-04-30 00:00:00"
1375;26;33;"Robert A. Black";"2013-04-30 00:00:00"
1376;28;41;"Robert A. Black";"2013-04-30 00:00:00"
1377;19;37;"Robert A. Black";"2013-04-30 00:00:00"
1378;8;40;"Robert A. Black";"2013-04-30 00:00:00"
1379;20;23;"Robert A. Black";"2013-05-07 00:00:00"
1380;27;22;"Robert A. Black";"2013-05-07 00:00:00"
1381;1;20;"Robert A. Black";"2013-05-07 00:00:00"
1382;30;21;"Robert A. Black";"2013-05-07 00:00:00"
1383;11;21;"Robert A. Black";"2013-05-07 00:00:00"
1384;2;19;"Robert A. Black";"2013-05-07 00:00:00"
1385;4;18;"Robert A. Black";"2013-05-07 00:00:00"
1386;26;17;"Robert A. Black";"2013-05-07 00:00:00"
1387;7;21;"Robert A. Black";"2013-05-07 00:00:00"
1388;28;22;"Robert A. Black";"2013-05-07 00:00:00"
1389;8;21;"Robert A. Black";"2013-05-07 00:00:00"
1390;10;24;"Robert A. Black";"2013-05-07 00:00:00"
1391;17;17;"Robert A. Black";"2013-05-07 00:00:00"
1392;24;39;"Robert A. Black";"2013-05-14 00:00:00"
1393;27;36;"Robert A. Black";"2013-05-21 00:00:00"
1394;28;41;"Robert A. Black";"2013-05-21 00:00:00"
1395;10;44;"Robert A. Black";"2013-05-21 00:00:00"
1396;7;39;"Robert A. Black";"2013-05-21 00:00:00"
1397;2;40;"Robert A. Black";"2013-05-21 00:00:00"
1398;32;39;"Robert A. Black";"2013-05-21 00:00:00"
1399;11;41;"Robert A. Black";"2013-05-21 00:00:00"
1400;9;40;"Robert A. Black";"2013-05-21 00:00:00"
1401;30;46;"Robert A. Black";"2013-05-21 00:00:00"
1402;15;37;"Robert A. Black";"2013-05-21 00:00:00"
1403;1;39;"Robert A. Black";"2013-05-21 00:00:00"
1404;37;39;"Robert A. Black";"2013-05-21 00:00:00"
1405;4;35;"Robert A. Black";"2013-05-21 00:00:00"
1406;24;38;"Robert A. Black";"2013-05-21 00:00:00"
1407;25;37;"Robert A. Black";"2013-05-21 00:00:00"
1408;20;50;"Robert A. Black";"2013-05-21 00:00:00"
1409;19;38;"Robert A. Black";"2013-05-21 00:00:00"
1410;11;38;"Robert A. Black";"2013-05-27 00:00:00"
1411;23;45;"Robert A. Black";"2013-05-27 00:00:00"
1412;24;39;"Robert A. Black";"2013-05-27 00:00:00"
1413;30;38;"Robert A. Black";"2013-05-27 00:00:00"
1414;17;34;"Robert A. Black";"2013-05-27 00:00:00"
1415;9;34;"Robert A. Black";"2013-05-27 00:00:00"
1416;4;35;"Robert A. Black";"2013-05-27 00:00:00"
1417;1;35;"Robert A. Black";"2013-05-27 00:00:00"
1418;26;35;"Robert A. Black";"2013-05-27 00:00:00"
1419;37;35;"Robert A. Black";"2013-05-27 00:00:00"
1420;18;37;"Robert A. Black";"2013-05-27 00:00:00"
1421;19;40;"Robert A. Black";"2013-05-27 00:00:00"
1422;21;40;"Robert A. Black";"2013-05-27 00:00:00"
1423;2;38;"Robert A. Black";"2013-05-27 00:00:00"
1424;32;42;"Robert A. Black";"2013-05-27 00:00:00"
1425;28;38;"Robert A. Black";"2013-05-27 00:00:00"
1426;27;43;"Robert A. Black";"2013-05-27 00:00:00"
1427;26;36;"Robert A. Black";"2013-05-28 00:00:00"
1428;7;40;"Robert A. Black";"2013-05-28 00:00:00"
1429;1;39;"Robert A. Black";"2013-05-28 00:00:00"
1430;15;35;"Robert A. Black";"2013-05-28 00:00:00"
1431;8;43;"Robert A. Black";"2013-05-28 00:00:00"
1432;17;37;"Robert A. Black";"2013-05-28 00:00:00"
1433;27;42;"Robert A. Black";"2013-05-28 00:00:00"
1434;23;41;"Robert A. Black";"2013-05-28 00:00:00"
1435;28;41;"Robert A. Black";"2013-05-28 00:00:00"
1436;19;40;"Robert A. Black";"2013-05-28 00:00:00"
1437;32;37;"Robert A. Black";"2013-05-28 00:00:00"
1438;2;36;"Robert A. Black";"2013-05-28 00:00:00"
1439;24;43;"Robert A. Black";"2013-05-28 00:00:00"
1440;30;45;"Robert A. Black";"2013-05-28 00:00:00"
1441;20;49;"Robert A. Black";"2013-05-28 00:00:00"
1442;27;42;"Robert A. Black";"2013-08-16 00:00:00"
1443;27;45;"Robert A. Black";"2013-08-16 00:00:00"
1444;27;46;"Robert A. Black";"2013-08-16 00:00:00"
1445;27;45;"Robert A. Black";"2013-08-16 00:00:00"
1446;27;44;"Robert A. Black";"2013-08-16 00:00:00"
1447;27;43;"Robert A. Black";"2013-08-16 00:00:00"
1448;27;43;"Robert A. Black";"2013-08-16 00:00:00"
1449;27;45;"Robert A. Black";"2013-08-16 00:00:00"
1450;27;44;"Robert A. Black";"2013-08-16 00:00:00"
1451;27;45;"Robert A. Black";"2013-08-16 00:00:00"
1452;1;39;"Robert A. Black";"2013-08-16 00:00:00"
1453;1;39;"Robert A. Black";"2013-08-16 00:00:00"
1454;1;39;"Robert A. Black";"2013-08-16 00:00:00"
1455;1;38;"Robert A. Black";"2013-08-16 00:00:00"
1456;1;38;"Robert A. Black";"2013-08-16 00:00:00"
1457;1;38;"Robert A. Black";"2013-08-16 00:00:00"
1458;1;39;"Robert A. Black";"2013-08-16 00:00:00"
1459;1;38;"Robert A. Black";"2013-08-16 00:00:00"
1460;1;38;"Robert A. Black";"2013-08-16 00:00:00"
1461;1;38;"Robert A. Black";"2013-08-16 00:00:00"
1462;30;43;"Robert A. Black";"2013-08-16 00:00:00"
1463;30;45;"Robert A. Black";"2013-08-16 00:00:00"
1464;30;46;"Robert A. Black";"2013-08-16 00:00:00"
1465;30;46;"Robert A. Black";"2013-08-16 00:00:00"
1466;30;46;"Robert A. Black";"2013-08-16 00:00:00"
1467;30;46;"Robert A. Black";"2013-08-16 00:00:00"
1468;30;45;"Robert A. Black";"2013-08-16 00:00:00"
1469;30;45;"Robert A. Black";"2013-08-16 00:00:00"
1470;30;44;"Robert A. Black";"2013-08-16 00:00:00"
1471;30;42;"Robert A. Black";"2013-08-16 00:00:00"
1472;30;41;"Robert A. Black";"2013-08-16 00:00:00"
1473;30;41;"Robert A. Black";"2013-08-16 00:00:00"
1474;30;41;"Robert A. Black";"2013-08-16 00:00:00"
1475;30;42;"Robert A. Black";"2013-08-16 00:00:00"
1476;30;38;"Robert A. Black";"2013-08-16 00:00:00"
1477;30;39;"Robert A. Black";"2013-08-16 00:00:00"
1478;30;38;"Robert A. Black";"2013-08-16 00:00:00"
1479;30;38;"Robert A. Black";"2013-08-16 00:00:00"
1480;33;40;"Robert A. Black";"2013-08-16 00:00:00"
1481;33;40;"Robert A. Black";"2013-08-16 00:00:00"
1482;33;40;"Robert A. Black";"2013-08-16 00:00:00"
1483;33;39;"Robert A. Black";"2013-08-16 00:00:00"
1484;33;40;"Robert A. Black";"2013-08-16 00:00:00"
1485;33;39;"Robert A. Black";"2013-08-16 00:00:00"
1486;33;39;"Robert A. Black";"2013-08-16 00:00:00"
1487;33;38;"Robert A. Black";"2013-08-16 00:00:00"
1488;33;38;"Robert A. Black";"2013-08-16 00:00:00"
1489;33;36;"Robert A. Black";"2013-08-16 00:00:00"
1490;37;40;"Robert A. Black";"2013-08-16 00:00:00"
1491;37;39;"Robert A. Black";"2013-08-16 00:00:00"
1492;37;39;"Robert A. Black";"2013-08-16 00:00:00"
1493;37;39;"Robert A. Black";"2013-08-16 00:00:00"
1494;37;39;"Robert A. Black";"2013-08-16 00:00:00"
1495;37;39;"Robert A. Black";"2013-08-16 00:00:00"
1496;25;39;"Robert A. Black";"2013-08-16 00:00:00"
1497;25;42;"Robert A. Black";"2013-08-16 00:00:00"
1498;25;41;"Robert A. Black";"2013-08-16 00:00:00"
1499;25;41;"Robert A. Black";"2013-08-16 00:00:00"
1500;25;41;"Robert A. Black";"2013-08-16 00:00:00"
1501;24;40;"Robert A. Black";"2013-08-16 00:00:00"
1502;24;39;"Robert A. Black";"2013-08-16 00:00:00"
1503;24;40;"Robert A. Black";"2013-08-16 00:00:00"
1504;24;40;"Robert A. Black";"2013-08-16 00:00:00"
1505;24;39;"Robert A. Black";"2013-08-16 00:00:00"
1506;24;39;"Robert A. Black";"2013-08-16 00:00:00"
1507;24;39;"Robert A. Black";"2013-08-16 00:00:00"
1508;24;40;"Robert A. Black";"2013-08-16 00:00:00"
1509;24;39;"Robert A. Black";"2013-08-16 00:00:00"
1510;24;40;"Robert A. Black";"2013-08-16 00:00:00"
1511;1;37;"Robert A. Black";"2013-08-17 00:00:00"
1512;37;34;"Robert A. Black";"2013-08-17 00:00:00"
1513;4;41;"Robert A. Black";"2013-08-17 00:00:00"
1514;9;41;"Robert A. Black";"2013-08-17 00:00:00"
